NOME_DEPARTAMENTO;NOME_SECCIONAL;NOME_DELEGACIA;CIDADE;ANO_BO;NUM_BO;DATA_COMUNICACAO;DATA_OCORRENCIA_BO;HORA_OCORRENCIA_BO;DESC_PERIODO;DESCR_TIPOLOCAL;BAIRRO;LOGRADOURO;NUMERO_LOGRADOURO;LATITUDE;LONGITUDE;NOME_DELEGACIA_CIRCUNSCRIÇÃO;NOME_DEPARTAMENTO_CIRCUNSCRIÇÃO;NOME_SECCIONAL_CIRCUNSCRIÇÃO;NOME_MUNICIPIO_CIRCUNSCRIÇÃO;RUBRICA;DESCR_CONDUTA;NATUREZA_APURADA;MES_ESTATISTICA;ANO_ESTATISTICA
DEINTER 2 - CAMPINAS;DEL.SEC.BRAGANÇA PAULISTA;DEL.POL.PLANTÃO ATIBAIA;S.JOSE DOS CAMPOS;2024;AB1627;02/01/2024;28/12/2023;NULL;Em hora incerta;Lote de Terreno;RESIDENCIAL ALTOS DO BOSQUE;ESTRADA ANTIGA DE IGARATÁ;8022;-23,2667093;-45,8938688;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Fios e Cabos;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AB4576;02/01/2024;30/11/2023;NULL;Pela manhã;Via Pública;CONJUNTO RESIDENCIAL DOM PEDRO II;RUA CARLOS DOMINGOS BEPI;831;NULL;NULL;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AB5031;02/01/2024;22/05/2023;10:00:00;NULL;Via Pública;JARDIM AMÉRICA;RUA ANDORRA;500;-23,23416106;-45,89725426;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Estabelecimento-Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AC1711;02/01/2024;30/12/2023;18:00:00;NULL;Via Pública;PARQUE RESIDENCIAL UNIÃO;RUA ALAIDE CURSINO DOS SANTOS;97;-23,26432866;-45,90981702;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AC1768;02/01/2024;02/01/2024;03:00:00;NULL;Via Pública;JARDIM PARAÍSO;RUA SUMATRA;220;-23,23663665;-45,90135401;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;03º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AC3927;03/01/2024;02/01/2024;20:00:00;NULL;Casa;PARQUE INDUSTRIAL;VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS;;0;0;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AC7603;03/01/2024;02/01/2024;NULL;A noite;NULL;PARQUE INDUSTRIAL;ACESSO RUA PALMARES;895;-23,2373164;-45,90689029;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AC8176;03/01/2024;02/01/2024;08:00:00;NULL;Via Pública;JARDIM VALE DO SOL;RUA CARAVELAS;600;-23,2580512;-45,91572035;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AD1918;03/01/2024;02/01/2024;NULL;A noite;Via Pública;CAMPO DOS ALEMÃES;AVENIDA DOS EVANGELICOS;1517;-23,27074273;-45,89994322;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;03º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AD8474;04/01/2024;02/01/2024;20:00:46;NULL;Casa;PARQUE RESIDENCIAL UNIÃO;VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS;;0;0;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AE1456;04/01/2024;03/01/2024;14:00:00;NULL;Via Pública;JARDIM PARAÍSO;AVENIDA DOUTOR JOAO BATISTA DE SOUZA SOA;2185;-23,24077305;-45,90580634;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;03º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AE3325;04/01/2024;29/12/2023;18:40:00;NULL;Apartamentos;JARDIM VENEZA;VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS;;0;0;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Condomínio Residêncial;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AE8027;04/01/2024;04/01/2024;NULL;A tarde;Via Pública;JARDIM ORIENTE;PRAÇA MIKADO;114;-23,24219742;-45,89642372;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AE9982;04/01/2024;02/01/2024;23:30:00;NULL;Via Pública;CONJUNTO HABITACIONAL DOM PEDRO I;ACESSO RUA OSVALDO ORLANDO DA COSTA;211;-23,27735788;-45,89239816;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AF1242;04/01/2024;04/01/2024;17:50:00;NULL;Via Pública;JARDIM CRUZEIRO DO SUL;RUA AMELIA MARIA DA CONCEICAO;79;-23,28468608;-45,89035028;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DEINTER 2 - CAMPINAS;DEL.SEC.BRAGANÇA PAULISTA;DEL.POL.PLANTÃO ATIBAIA;S.JOSE DOS CAMPOS;2024;AF3213;05/01/2024;02/01/2024;04:25:00;NULL;Lote de Terreno;JARDIM AMERICA;RUA BACABAL;170;-23,2337684;-45,9027377;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Fios e Cabos;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;03º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AF4157;05/01/2024;01/01/2024;NULL;De madrugada;Casa;JARDIM MORUMBI;VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS;;0;0;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AF9844;05/01/2024;03/01/2024;NULL;Pela manhã;NULL;JARDIM ORIENTE;RUA OSAKA;390;-23,2428675;-45,8945893;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AG6315;05/01/2024;05/01/2024;NULL;Pela manhã;NULL;JARDIM PARAÍSO;RUA SUMATRA;65;-23,23527157;-45,9015912;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AH3151;07/01/2024;07/01/2024;NULL;De madrugada;NULL;PARQUE INDUSTRIAL;RUA BACABAL;2940;-23,25053662;-45,9116779;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AH7371;05/01/2024;31/12/2023;01:50:00;NULL;Via Pública;CONJUNTO HABITACIONAL DOM PEDRO I;RUA PEDRO POMAR;220;-23,27681564;-45,89453784;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AH8263;06/01/2024;28/12/2023;12:58:00;NULL;Via Pública;JARDIM AMÉRICA;RUA ANDORRA;500;-23,23416106;-45,89725426;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;03º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AH9124;08/01/2024;29/12/2023;NULL;A noite;Casa;CAMPO DOS ALEMÃES;VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS;;0;0;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AH9748;07/01/2024;06/01/2024;20:40:00;NULL;Via Pública;CONJUNTO HABITACIONAL DOM PEDRO I;RUA ALCIDES TURCI;99;-23,27658478;-45,89107792;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AI0037;07/01/2024;06/01/2024;22:20:00;NULL;Via Pública;JARDIM MORUMBI;RUA JOSE DE CAMPOS;930;-23,25859254;-45,90887305;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Interior de Veículo;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AI0056;06/01/2024;06/01/2024;NULL;A noite;Via Pública;JARDIM VALE DO SOL;RUA CARAVELAS;800;-23,25944342;-45,91445122;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AI1822;07/01/2024;28/12/2023;08:00:00;NULL;Via Pública;JARDIM MORUMBI;RUA MARIA AUGUSTA PEREIRA DOS SANTOS;1126;NULL;NULL;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AI2117;07/01/2024;07/01/2024;20:20:00;NULL;Via Pública;CAMPO DOS ALEMÃES;AVENIDA DOS EVANGELICOS;433;-23,26669516;-45,89033552;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AI5591;08/01/2024;08/01/2024;04:00:00;NULL;Via Pública;JARDIM PARAÍSO;RUA MAR DEL PLATA;1145;-23,23894183;-45,90197342;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Interior de Veículo;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AI5631;08/01/2024;08/01/2024;03:08:00;NULL;Via Pública;JARDIM IMPERIAL;PRAÇA FRANCISCO LOPES AZEVEDO;117;NULL;NULL;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Estabelecimento-Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AJ3522;09/01/2024;09/01/2024;NULL;Pela manhã;Via Pública;CHÁCARAS REUNIDAS;RUA LAGOA SANTA;380;-23,2523026;-45,92548452;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AJ6013;08/01/2024;08/01/2024;02:16:00;NULL;Via Pública;JARDIM IMPERIAL;PRAÇA FRANCISCO LOPES AZEVEDO;117;NULL;NULL;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Estabelecimento-Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;CPJ S. JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AJ7267;09/01/2024;09/01/2024;11:00:00;NULL;Via Pública;BOSQUE DOS IPÊS;RUA JOSE ANTONIO MONTEIRO SANTOS;522;-23,2609227;-45,89907522;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AL0506;09/01/2024;09/01/2024;NULL;A tarde;Via Pública;JARDIM VALE DO SOL;RUA ABARÉ;625;-23,253186;-45,9123033;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AL6014;10/01/2024;05/01/2024;22:00:00;NULL;Via Pública;PALMEIRAS DE SÃO JOSÉ;RUA JOSÉ COBRA;140;-23,23856938;-45,91012414;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 2 - CAMPINAS;DEL.SEC.BRAGANÇA PAULISTA;DEL.POL.PLANTÃO ATIBAIA;S.JOSE DOS CAMPOS;2024;AM7363;11/01/2024;09/01/2024;10:00:00;NULL;Lote de Terreno;JARDIM AMÉRICA;ACESSO RUA BACABAL;170;-23,23319421;-45,90224658;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;03º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AM9604;11/01/2024;17/11/2023;NULL;A tarde;Casa;JARDIM ORIENTAL;VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS;;0;0;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AO1303;12/01/2024;11/01/2024;01:00:00;NULL;Via Pública;CONJUNTO RESIDENCIAL 31 DE MARÇO;ACESSO RUA GEORGE EASTMAN;345;-23,23751236;-45,91852411;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Estabelecimento-Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AO9484;11/01/2024;10/01/2024;NULL;A tarde;NULL;PALMEIRAS DE SÃO JOSÉ;AVENIDA DOUTOR SEBASTIAO HENRIQUE DA CUN;4710;-23,23446699;-45,91524365;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AP9672;14/01/2024;13/01/2024;NULL;A noite;NULL;JARDIM MORUMBI;RUA JOSE DE CAMPOS;930;-23,25859254;-45,90887305;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA;S.JOSE DOS CAMPOS;2024;AQ3994;15/01/2024;14/01/2024;NULL;A tarde;NULL;RESIDENCIAL ALTOS DO BOSQUE;RUA RAYMUNDO DO NASCIMENTO NETO;723;NULL;NULL;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;03º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AQ6569;15/01/2024;14/01/2024;21:00:35;NULL;Casa;CONJUNTO HABITACIONAL DOM PEDRO I;VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS;;0;0;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AQ7195;13/01/2024;13/01/2024;15:17:00;NULL;Via Pública;JARDIM IMPERIAL;RETORNO RUA CARLOS NUNES DE PAULA;1101;-23,27858752;-45,89794667;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AQ8734;14/01/2024;13/01/2024;20:00:00;NULL;Via Pública;CAMPO DOS ALEMÃES;RUA RUBENS DE MELO GAIA;93;-23,26832191;-45,89307005;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;03º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AQ9599;15/01/2024;14/01/2024;13:00:45;NULL;Via Pública;PARQUE INDUSTRIAL;RUA SANTAREM;1100;-23,23435868;-45,90851737;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;03º D.P. S.JOSE DOS CAMPOS;S.JOSE DOS CAMPOS;2024;AR0170;15/01/2024;14/01/2024;NULL;Em hora incerta;Via Pública;CHÁCARAS REUNIDAS;RUA JANUARIA;1097;-23,25713096;-45,92294254;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Estabelecimento Comercial;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AR0439;15/01/2024;14/01/2024;21:30:00;NULL;Via Pública;CONJUNTO HABITACIONAL DOM PEDRO I;RUA JOSE BENEDITO RIBEIRO;215;-23,28168555;-45,8903063;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Residência;FURTO - OUTROS;1;2024
DIPOL - DEPTO DE INTELIGENCIA;DELEGACIA ELETRONICA;DELEGACIA ELETRONICA 3;S.JOSE DOS CAMPOS;2024;AR0627;15/01/2024;15/01/2024;06:22:00;NULL;Via Pública;PARQUE INDUSTRIAL;RUA PALMARES;316;-23,23179937;-45,90365727;03º D.P. S.JOSE DOS CAMPOS;DEINTER 1 - SAO JOSE DOS CAMPOS;DEL.SEC.S.JOSÉ DOS CAMPOS;S.JOSE DOS CAMPOS;Furto (art. 155);Outros;FURTO - OUTROS;1;2024
